id,name,address,lon,lat,map_osm,map_google,ground_truth_lon,ground_truth_lat,label
08f28d5428cd954e0338fdd58d90561a,La Belle Elaine's Bridal,,-122.3253727,47.6337251,https://www.openstreetmap.org/?mlat=47.6337251&mlon=-122.3253727&zoom=17,"https://www.google.com/maps/search/?api=1&query=47.6337251,-122.3253727",,,
08f26e8070c2d6a9033d1fa93bda0a8f,Thunderbowl,,-94.98192,35.91416,https://www.openstreetmap.org/?mlat=35.91416&mlon=-94.98192&zoom=17,"https://www.google.com/maps/search/?api=1&query=35.91416,-94.98192",,,
08f48981360c349403c80ceff2683b6b,Hofbrau RV Park,,-98.3315032,30.4604909,https://www.openstreetmap.org/?mlat=30.4604909&mlon=-98.3315032&zoom=17,"https://www.google.com/maps/search/?api=1&query=30.4604909,-98.3315032",,,
08f29a0b5b4a978203d20beb95a197d2,Masterlink Sausage and Meats,,-117.8902723,33.8731889,https://www.openstreetmap.org/?mlat=33.8731889&mlon=-117.8902723&zoom=17,"https://www.google.com/maps/search/?api=1&query=33.8731889,-117.8902723",,,
08f28f00f3d4b585032f78576978daf6,Additional Self Storage,,-122.621135,45.6675478,https://www.openstreetmap.org/?mlat=45.6675478&mlon=-122.621135&zoom=17,"https://www.google.com/maps/search/?api=1&query=45.6675478,-122.621135",,,
08f26481ac23034303b8ee99d9f1409f,Roam Freely RV Park,,-88.0867,35.8504853,https://www.openstreetmap.org/?mlat=35.8504853&mlon=-88.0867&zoom=17,"https://www.google.com/maps/search/?api=1&query=35.8504853,-88.0867",,,
08f44c1ce96aa98603ccdb7d8cd55adb,ABC Childcare and Learning Center,,-83.9034804,33.4623725,https://www.openstreetmap.org/?mlat=33.4623725&mlon=-83.9034804&zoom=17,"https://www.google.com/maps/search/?api=1&query=33.4623725,-83.9034804",,,
08f44a1b95a4222503b4488015a79425,Camden Doral Apartments,,-80.3704694,25.8165997,https://www.openstreetmap.org/?mlat=25.8165997&mlon=-80.3704694&zoom=17,"https://www.google.com/maps/search/?api=1&query=25.8165997,-80.3704694",,,
08f446c323aec04203876f8bc173c15e,Floral Supply Syndicate,,-95.4067417,29.8268755,https://www.openstreetmap.org/?mlat=29.8268755&mlon=-95.4067417&zoom=17,"https://www.google.com/maps/search/?api=1&query=29.8268755,-95.4067417",,,
08f2a84688d13b5103deb75476e2b8d3,Sweet Hut Chinese Restaurant,,-80.1938409,40.2132756,https://www.openstreetmap.org/?mlat=40.2132756&mlon=-80.1938409&zoom=17,"https://www.google.com/maps/search/?api=1&query=40.2132756,-80.1938409",,,
08f44c1a81a3404d03b5bfe9e7747c1a,Express/Atlantic Bail Bonding,,-84.3966903686523,33.7481002807617,https://www.openstreetmap.org/?mlat=33.7481002807617&mlon=-84.3966903686523&zoom=17,"https://www.google.com/maps/search/?api=1&query=33.7481002807617,-84.3966903686523",,,
08f2b8da4c86c6c1032b4786938b26e8,"Jewell Transport, Inc.",,-72.3870884,43.3483126,https://www.openstreetmap.org/?mlat=43.3483126&mlon=-72.3870884&zoom=17,"https://www.google.com/maps/search/?api=1&query=43.3483126,-72.3870884",,,
08f446d83255e5560389c6d7914a765e,Farm to Market Produce Company,,-96.2555874,29.9510923,https://www.openstreetmap.org/?mlat=29.9510923&mlon=-96.2555874&zoom=17,"https://www.google.com/maps/search/?api=1&query=29.9510923,-96.2555874",,,
08f48ee62d2d091b03a5bb4b9cfaa3ad,Hidden Oasis,,-110.0390495,32.0302883,https://www.openstreetmap.org/?mlat=32.0302883&mlon=-110.0390495&zoom=17,"https://www.google.com/maps/search/?api=1&query=32.0302883,-110.0390495",,,
08f2660ccc7ab24003770ff2c38db1dd,Krispy Krunchy Chicken,,-87.999008,40.752235,https://www.openstreetmap.org/?mlat=40.752235&mlon=-87.999008&zoom=17,"https://www.google.com/maps/search/?api=1&query=40.752235,-87.999008",,,
08f2661a16c4a6de0394c2b997482f2a,Subway,,-86.3254779,39.7642293,https://www.openstreetmap.org/?mlat=39.7642293&mlon=-86.3254779&zoom=17,"https://www.google.com/maps/search/?api=1&query=39.7642293,-86.3254779",,,
08f2a931a9d63118036d6d7b8b12453f,Home Emporium,,-84.4646029,39.2848248,https://www.openstreetmap.org/?mlat=39.2848248&mlon=-84.4646029&zoom=17,"https://www.google.com/maps/search/?api=1&query=39.2848248,-84.4646029",,,
08f2a339a02ceb7603e502950fefb701,Extra Space Storage,,-71.1753008,42.2260099,https://www.openstreetmap.org/?mlat=42.2260099&mlon=-71.1753008&zoom=17,"https://www.google.com/maps/search/?api=1&query=42.2260099,-71.1753008",,,
08f27504da60cd4603c96460b761d69a,"Mini Mobile Cabins, LLC",,-92.0248894,45.5265257,https://www.openstreetmap.org/?mlat=45.5265257&mlon=-92.0248894&zoom=17,"https://www.google.com/maps/search/?api=1&query=45.5265257,-92.0248894",,,
08f2a956b4c4e0c103e3a35c29a7fd24,Starbucks,,-83.0952985,40.0641261,https://www.openstreetmap.org/?mlat=40.0641261&mlon=-83.0952985&zoom=17,"https://www.google.com/maps/search/?api=1&query=40.0641261,-83.0952985",,,
08f446e2248194530328289b55bb672e,Exxpress Mart 24,,-94.1665339,30.324578,https://www.openstreetmap.org/?mlat=30.324578&mlon=-94.1665339&zoom=17,"https://www.google.com/maps/search/?api=1&query=30.324578,-94.1665339",,,
08f26cc55319137503a9f7a7f4ad9e52,Mazzio’s Pizza & Wings,,-96.9851585,34.5067431,https://www.openstreetmap.org/?mlat=34.5067431&mlon=-96.9851585&zoom=17,"https://www.google.com/maps/search/?api=1&query=34.5067431,-96.9851585",,,
08f268cdac9ad71b03c7566f8758d236,Indexed I/O,,-104.982516,39.7723,https://www.openstreetmap.org/?mlat=39.7723&mlon=-104.982516&zoom=17,"https://www.google.com/maps/search/?api=1&query=39.7723,-104.982516",,,
08f2664ca94012dc030f63f7e23fe7cb,IMD Guest House Foundation,,-87.6756313,41.8710987,https://www.openstreetmap.org/?mlat=41.8710987&mlon=-87.6756313&zoom=17,"https://www.google.com/maps/search/?api=1&query=41.8710987,-87.6756313",,,
08f2a31ce8b94cb303eab6152e093fa6,Brasswood Inn,,-70.1898014,42.0479825,https://www.openstreetmap.org/?mlat=42.0479825&mlon=-70.1898014&zoom=17,"https://www.google.com/maps/search/?api=1&query=42.0479825,-70.1898014",,,
08f44a829db7442d03c72d9448c9f367,Corey's Bagels On the Beach,,-80.5884816,28.1388035,https://www.openstreetmap.org/?mlat=28.1388035&mlon=-80.5884816&zoom=17,"https://www.google.com/maps/search/?api=1&query=28.1388035,-80.5884816",,,
08f26628daaa407003ea92bc6480f91b,The Hub,,-88.9550856,40.473398,https://www.openstreetmap.org/?mlat=40.473398&mlon=-88.9550856&zoom=17,"https://www.google.com/maps/search/?api=1&query=40.473398,-88.9550856",,,
08f0c73ba586bac303f513569c367a03,Cherish the Moments,,-149.3326885,61.5752691,https://www.openstreetmap.org/?mlat=61.5752691&mlon=-149.3326885&zoom=17,"https://www.google.com/maps/search/?api=1&query=61.5752691,-149.3326885",,,
08f4446366c49561036fa9c50a0ee874,Genia Nicole Photography,,-90.9209659,30.2660838,https://www.openstreetmap.org/?mlat=30.2660838&mlon=-90.9209659&zoom=17,"https://www.google.com/maps/search/?api=1&query=30.2660838,-90.9209659",,,
08f4440c1a1854ee0304800dc17e6154,Capital Funeral Home Inc,,-91.1544722,30.4533413,https://www.openstreetmap.org/?mlat=30.4533413&mlon=-91.1544722&zoom=17,"https://www.google.com/maps/search/?api=1&query=30.4533413,-91.1544722",,,
08f2a1350025a87303f97d18cee6c9f5,uBreakiFix by Asurion,,-74.8952886,40.1675061,https://www.openstreetmap.org/?mlat=40.1675061&mlon=-74.8952886&zoom=17,"https://www.google.com/maps/search/?api=1&query=40.1675061,-74.8952886",,,
08f27418eb6363000337e6f8cbc3c901,Goodwill,,-85.598401,44.732955,https://www.openstreetmap.org/?mlat=44.732955&mlon=-85.598401&zoom=17,"https://www.google.com/maps/search/?api=1&query=44.732955,-85.598401",,,
08f29a19b28d06000322a7b0198ff445,A a Mini Mart,,-118.3669817,33.9767493,https://www.openstreetmap.org/?mlat=33.9767493&mlon=-118.3669817&zoom=17,"https://www.google.com/maps/search/?api=1&query=33.9767493,-118.3669817",,,
08f44cc29ad588eb03c87215681e599e,Elder's Ace Hardware,,-84.9482109,34.8940804,https://www.openstreetmap.org/?mlat=34.8940804&mlon=-84.9482109&zoom=17,"https://www.google.com/maps/search/?api=1&query=34.8940804,-84.9482109",,,
08f4468641964da90370990c3131f372,VisionQuest RTC Lufkin,,-94.81876,31.26139,https://www.openstreetmap.org/?mlat=31.26139&mlon=-94.81876&zoom=17,"https://www.google.com/maps/search/?api=1&query=31.26139,-94.81876",,,
08f26c8c8d36363503eadc35ea7b5d77,Hills Cafe,,-97.1441505,33.6240066,https://www.openstreetmap.org/?mlat=33.6240066&mlon=-97.1441505&zoom=17,"https://www.google.com/maps/search/?api=1&query=33.6240066,-97.1441505",,,
08f44e8cc908631a031c4515674b2704,Poplar Point Christian Camp,,-86.2148021,32.9707065,https://www.openstreetmap.org/?mlat=32.9707065&mlon=-86.2148021&zoom=17,"https://www.google.com/maps/search/?api=1&query=32.9707065,-86.2148021",,,
08f2a306631668a303eb5d57a51612a1,Dependable Cleaners,,-71.0756928,42.3512907,https://www.openstreetmap.org/?mlat=42.3512907&mlon=-71.0756928&zoom=17,"https://www.google.com/maps/search/?api=1&query=42.3512907,-71.0756928",,,
08f288423356c91103ca007f24b8f280,Cafe Rio Fresh Modern Mexican,,-116.35383,43.62281,https://www.openstreetmap.org/?mlat=43.62281&mlon=-116.35383&zoom=17,"https://www.google.com/maps/search/?api=1&query=43.62281,-116.35383",,,
08f444caac6d4822035ee4516f3dab07,El Patio Mexican Grill,,-93.8298568,32.3123109,https://www.openstreetmap.org/?mlat=32.3123109&mlon=-93.8298568&zoom=17,"https://www.google.com/maps/search/?api=1&query=32.3123109,-93.8298568",,,
08f4451ba27a2663031e322784658ff9,Record Nations,,-89.4087539,31.311877,https://www.openstreetmap.org/?mlat=31.311877&mlon=-89.4087539&zoom=17,"https://www.google.com/maps/search/?api=1&query=31.311877,-89.4087539",,,
08f5d11434884420033a0a2d37559cad,Big Island Bakehouse,,-155.0389922,19.6216604,https://www.openstreetmap.org/?mlat=19.6216604&mlon=-155.0389922&zoom=17,"https://www.google.com/maps/search/?api=1&query=19.6216604,-155.0389922",,,
08f2a107289810f60383b811cc101437,"A.E.C. CONSULTING & EXPEDITING, INC.",,-74.0096527,40.7118667,https://www.openstreetmap.org/?mlat=40.7118667&mlon=-74.0096527&zoom=17,"https://www.google.com/maps/search/?api=1&query=40.7118667,-74.0096527",,,
08f2656722980596039857f5c7c1ddfa,Clarks Motel,,-94.6494782,39.0495542,https://www.openstreetmap.org/?mlat=39.0495542&mlon=-94.6494782&zoom=17,"https://www.google.com/maps/search/?api=1&query=39.0495542,-94.6494782",,,
08f2aa8c7626894b035c8e09f81ccc3f,Don Tigre Mexican Cuisine Bar - Locust Point,,-76.6006455,39.2715289,https://www.openstreetmap.org/?mlat=39.2715289&mlon=-76.6006455&zoom=17,"https://www.google.com/maps/search/?api=1&query=39.2715289,-76.6006455",,,
08f2a1055c271aea032bffcbd24fcc4b,Kitchen Fair,,-74.141723,40.9500947,https://www.openstreetmap.org/?mlat=40.9500947&mlon=-74.141723&zoom=17,"https://www.google.com/maps/search/?api=1&query=40.9500947,-74.141723",,,
08f2a98ba908c89403ed8847c6c2854b,Rc's Country Store & Fillin' Station,,-82.1671691,37.619687,https://www.openstreetmap.org/?mlat=37.619687&mlon=-82.1671691&zoom=17,"https://www.google.com/maps/search/?api=1&query=37.619687,-82.1671691",,,
08f2a3361b34453303f40ff4ed3b9e6b,Fish Connection,,-72.0647736,41.4758974,https://www.openstreetmap.org/?mlat=41.4758974&mlon=-72.0647736&zoom=17,"https://www.google.com/maps/search/?api=1&query=41.4758974,-72.0647736",,,
08f2aae16aaae71403352f18ee18d46d,MAR BAR TIRE SERVICE INC,,-77.09127050656787,39.802155968849696,https://www.openstreetmap.org/?mlat=39.802155968849696&mlon=-77.09127050656787&zoom=17,"https://www.google.com/maps/search/?api=1&query=39.802155968849696,-77.09127050656787",,,
08f260e253aa5cf1035e0fb535525c7d,Holiday Inn Express & Suites Omaha-Southwest,,-96.08033,41.214238,https://www.openstreetmap.org/?mlat=41.214238&mlon=-96.08033&zoom=17,"https://www.google.com/maps/search/?api=1&query=41.214238,-96.08033",,,
08f29124cb25b61203735df89b69e4e2,US Navy Enlisted Recruiting,,-119.1791746,34.2270494,https://www.openstreetmap.org/?mlat=34.2270494&mlon=-119.1791746&zoom=17,"https://www.google.com/maps/search/?api=1&query=34.2270494,-119.1791746",,,
08f2a10755d0da1c03155a1195004543,Kung Fu Tea,,-74.0266653,40.6208711,https://www.openstreetmap.org/?mlat=40.6208711&mlon=-74.0266653&zoom=17,"https://www.google.com/maps/search/?api=1&query=40.6208711,-74.0266653",,,
